City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Barguzin,RU,2022-12-11 22:32:58,53.6167,109.6167,-3.86,87,90,9.44
295,Andujar,ES,2022-12-11 22:32:58,38.0392,-4.0508,63.95,94,91,11.56
296,Huarmey,PE,2022-12-11 22:32:58,-10.0681,-78.1522,69.3,83,94,6.55
297,Port-Gentil,GA,2022-12-11 22:32:58,-0.7193,8.7815,78.76,94,20,4.61
298,Pacific Grove,US,2022-12-11 22:32:59,36.6177,-121.9166,54.52,68,0,11.99
299,Cesis,LV,2022-12-11 22:29:00,57.3119,25.2746,21.72,93,100,14.63
300,Karpathos,GR,2022-12-11 22:32:59,35.507,27.2132,60.76,94,59,13.8
301,Bac Lieu,VN,2022-12-11 22:33:00,9.285,105.7244,76.26,80,89,14.47
302,Qasigiannguit,GL,2022-12-11 22:33:00,68.8193,-51.1922,16.05,72,97,4.63
303,Beloha,MG,2022-12-11 22:33:00,-25.1667,45.05,74.32,83,86,8.12
304,Salinas,US,2022-12-11 22:33:01,36.6777,-121.6555,55.63,58,75,12.66
305,Lata,PT,2022-12-11 22:33:01,40.1629,-8.3327,54.91,97,93,4.12
306,Floro,NO,2022-12-11 22:33:01,61.5996,5.0328,28.36,64,0,11.5
307,Taltal,CL,2022-12-11 22:33:02,-25.4,-70.4833,66.06,81,8,4.92
308,Tessalit,ML,2022-12-11 22:33:02,20.1986,1.0114,71.02,16,43,9.08
309,Tilichiki,RU,2022-12-11 22:33:02,60.4667,166.1,-10.01,99,98,6.2
310,Broome,US,2022-12-11 22:33:03,42.2506,-75.833,35.02,84,100,4.61
311,Ostrovnoy,RU,2022-12-11 22:33:03,68.0531,39.5131,17.85,95,99,7.49
312,Luderitz,NA,2022-12-11 22:33:04,-26.6481,15.1594,63.28,94,11,1.61
313,Qaqortoq,GL,2022-12-11 22:33:04,60.7167,-46.0333,15.8,69,34,8.52
314,Mgandu,TZ,2022-12-11 22:33:05,-5.95,34.1333,62.02,87,96,2.75
315,Fort Nelson,CA,2022-12-11 22:30:23,58.8053,-122.7002,-0.81,71,20,3.44
316,Hvide Sande,DK,2022-12-11 22:33:05,56.0045,8.1294,28.67,84,100,15.28
317,Marzuq,YE,2022-12-11 22:33:05,14.4,46.4667,59.58,62,0,2.55
318,Narsaq,GL,2022-12-11 22:33:06,60.9167,-46.05,26.82,64,19,9.44
319,Kakrala,IN,2022-12-11 22:33:06,27.9,79.2,61.18,44,1,8.05
320,Kiunga,PG,2022-12-11 22:34:07,-6.1219,141.2906,75.33,97,100,0.92
321,Dingle,PH,2022-12-11 22:34:07,10.9995,122.6711,76.23,90,100,1.68
322,Tuatapere,NZ,2022-12-11 22:34:07,-46.1333,167.6833,67.01,60,27,4.27
323,Bougouni,ML,2022-12-11 22:34:08,11.417,-7.479,73.31,16,60,5.79
324,Voh,NC,2022-12-11 22:34:10,-20.9667,164.7,84.34,65,2,4.14
325,Alofi,NU,2022-12-11 22:34:10,-19.0595,-169.9187,84.09,61,98,19.57
326,Mar De Espanha,BR,2022-12-11 22:34:10,-21.8672,-43.0097,70.74,96,77,3.44
327,Leningradskiy,RU,2022-12-11 22:34:11,69.3833,178.4167,-0.29,97,100,18.12
328,Husavik,IS,2022-12-11 22:34:11,66.0449,-17.3389,21.69,87,12,13.8
329,Ilulissat,GL,2022-12-11 22:34:11,69.2167,-51.1,15.82,53,85,2.3
330,Zabid,YE,2022-12-11 22:34:12,14.1951,43.3152,74.41,63,1,4.94
331,Byron Bay,AU,2022-12-11 22:31:48,-28.65,153.6167,81.72,64,46,17.25
332,Masvingo,ZW,2022-12-11 22:34:12,-20.0637,30.8277,67.96,68,21,4.32
333,Koslan,RU,2022-12-11 22:34:12,63.4564,48.8989,-17.55,100,85,2.53
334,Christchurch,NZ,2022-12-11 22:29:19,-43.5333,172.6333,70.95,67,100,3.44
335,Vostok,RU,2022-12-11 22:34:13,46.4856,135.8833,-8.72,91,13,4.88
336,Kawalu,ID,2022-12-11 22:34:13,-7.3817,108.2082,71.76,92,75,1.39
337,Carnarvon,AU,2022-12-11 22:34:13,-24.8667,113.6333,72.0,72,0,16.24
338,Mahibadhoo,MV,2022-12-11 22:34:14,3.7833,72.9667,81.14,79,96,19.57
339,Jardim,BR,2022-12-11 22:34:14,-21.4803,-56.1381,73.62,97,100,1.81
340,Rocha,UY,2022-12-11 22:34:15,-34.4833,-54.3333,71.37,88,45,9.93
341,Atar,MR,2022-12-11 22:34:15,20.5169,-13.0499,77.68,15,35,6.8
342,Sechura,PE,2022-12-11 22:34:15,-5.5569,-80.8222,72.43,71,93,12.84
343,Balabac,PH,2022-12-11 22:34:16,7.9868,117.0645,80.2,78,99,15.39
344,Kongoussi,BF,2022-12-11 22:34:16,13.3258,-1.5347,71.98,13,44,8.57
345,Touros,BR,2022-12-11 22:34:19,-5.1989,-35.4608,79.14,77,6,12.17
346,Kamaishi,JP,2022-12-11 22:34:20,39.2667,141.8833,36.16,67,7,6.13
347,Rio Gallegos,AR,2022-12-11 22:34:20,-51.6226,-69.2181,57.25,51,75,18.41
348,Bourail,NC,2022-12-11 22:34:20,-21.5667,165.4833,81.73,69,17,9.08
349,Porto Walter,BR,2022-12-11 22:34:21,-8.2686,-72.7439,75.65,90,100,3.87
350,Fereydunshahr,IR,2022-12-11 22:34:21,32.941,50.121,26.19,67,0,2.28
351,Liverpool,GB,2022-12-11 22:31:46,53.4106,-2.9779,29.82,97,32,2.3
352,San Juan,AR,2022-12-11 22:34:22,-31.5375,-68.5364,98.49,21,9,15.23
353,Mersing,MY,2022-12-11 22:34:22,2.4312,103.8405,73.31,94,40,3.44
354,Poum,NC,2022-12-11 22:34:22,-20.2333,164.0167,80.24,71,1,1.97
355,Anloga,GH,2022-12-11 22:34:23,5.7947,0.8973,81.14,84,26,12.84
356,Salalah,OM,2022-12-11 22:34:23,17.0151,54.0924,77.09,41,0,12.66
357,Poronaysk,RU,2022-12-11 22:34:23,49.2167,143.1167,3.58,86,57,3.2
358,Yelan,RU,2022-12-11 22:34:24,50.949,43.7378,28.13,72,26,18.9
359,Cuyamel,HN,2022-12-11 22:34:24,15.6667,-88.2,82.56,85,46,2.86
360,Seoul,KR,2022-12-11 22:33:12,37.5683,126.9778,29.64,84,0,3.44
361,Kavaratti,IN,2022-12-11 22:34:25,10.5669,72.642,81.61,71,90,18.3
362,Teahupoo,PF,2022-12-11 22:34:25,-17.8333,-149.2667,66.16,78,100,13.91
363,Sao Gabriel Da Cachoeira,BR,2022-12-11 22:34:26,-0.1303,-67.0892,76.53,87,96,1.86
364,Hollola,FI,2022-12-11 22:34:26,61.05,25.4333,18.37,92,100,11.14
365,Rio Bananal,BR,2022-12-11 22:34:26,-19.265,-40.3333,73.4,94,92,4.56
366,Muana,BR,2022-12-11 22:34:27,-1.5283,-49.2167,76.5,88,60,4.85
367,Taybad,IR,2022-12-11 22:35:27,34.74,60.7756,30.74,62,74,0.63
368,Kieta,PG,2022-12-11 22:35:27,-6.2167,155.6333,82.53,78,63,3.74
369,Dunedin,NZ,2022-12-11 22:35:28,-45.8742,170.5036,55.8,91,99,3.0
370,Fairview,US,2022-12-11 22:35:28,40.8126,-73.999,39.29,88,100,11.5
371,Qala,AZ,2022-12-11 22:35:28,40.4418,50.1681,48.09,76,75,9.22
372,Pathein,MM,2022-12-11 22:35:29,16.7833,94.7333,74.16,91,4,5.08
373,Abnub,EG,2022-12-11 22:35:31,27.2696,31.1511,57.42,39,0,2.26
374,Pingliang,CN,2022-12-11 22:35:32,35.5392,106.6861,20.19,50,3,2.82
375,Labis,MY,2022-12-11 22:35:32,2.385,103.021,72.09,97,100,1.25
376,Saldanha,ZA,2022-12-11 22:35:32,-33.0117,17.9442,69.85,86,99,8.05
377,Nuuk,GL,2022-12-11 22:35:33,64.1835,-51.7216,12.29,72,0,6.71
378,Charters Towers,AU,2022-12-11 22:35:33,-20.1,146.2667,83.53,58,22,11.41
379,Innisfail,AU,2022-12-11 22:35:33,-17.5333,146.0333,84.63,62,80,1.86
380,Ketchikan,US,2022-12-11 22:35:34,55.3422,-131.6461,33.78,64,0,4.61
381,Canon City,US,2022-12-11 22:35:34,38.441,-105.2424,64.56,6,0,0.0
382,Hami,CN,2022-12-11 22:35:35,42.8,93.45,16.83,44,0,5.48
383,Svetlyy,RU,2022-12-11 22:35:35,54.675,20.1347,30.96,85,100,16.2
384,Fianarantsoa,MG,2022-12-11 22:35:35,-21.4333,47.0833,61.99,92,97,4.07
385,Hambantota,LK,2022-12-11 22:35:36,6.1241,81.1185,74.23,87,97,8.05
386,Balugaon,IN,2022-12-11 22:35:36,20.1667,85.1,67.48,69,20,1.92
387,Gizo,SB,2022-12-11 22:35:36,-8.103,156.8419,83.68,72,58,4.79
388,Rovinj,HR,2022-12-11 22:35:37,45.08,13.64,41.29,88,99,6.53
389,Axim,GH,2022-12-11 22:35:37,4.8699,-2.2405,78.89,84,93,8.5
390,Quatre Cocos,MU,2022-12-11 22:35:38,-20.2078,57.7625,76.08,74,27,14.05
391,Bure,ET,2022-12-11 22:35:38,10.7,37.0667,56.21,69,17,5.35
392,Adrar,MR,2022-12-11 22:35:38,20.5022,-10.0711,74.84,14,45,8.46
393,Harper,LR,2022-12-11 22:35:39,4.375,-7.7169,78.51,83,28,8.59
394,Plerin,FR,2022-12-11 22:35:39,48.5425,-2.7798,34.12,94,100,5.99
395,Tautira,PF,2022-12-11 22:35:40,-17.7333,-149.15,77.86,78,100,12.5
396,Gerede,TR,2022-12-11 22:35:40,40.8008,32.1969,45.72,88,100,8.79
397,Tukrah,LY,2022-12-11 22:35:40,32.5341,20.5791,63.52,73,92,7.63
398,Chongwe,ZM,2022-12-11 22:35:41,-15.3292,28.682,67.39,72,22,1.9
399,Anbu,CN,2022-12-11 22:35:41,23.449,116.6809,58.93,67,40,8.95
400,Mackay,AU,2022-12-11 22:35:42,-21.15,149.2,85.68,71,10,7.05
401,Werda,BW,2022-12-11 22:35:42,-25.2667,23.2833,69.35,81,99,11.5
402,San Patricio,US,2022-12-11 22:35:42,28.017,-97.5169,78.84,67,54,8.14
403,Massakory,TD,2022-12-11 22:35:42,12.996,15.7293,73.2,14,1,11.01
404,Grindavik,IS,2022-12-11 22:35:43,63.8424,-22.4338,30.67,80,0,6.91
405,Klaksvik,FO,2022-12-11 22:35:43,62.2266,-6.589,36.52,58,99,32.64
406,Umea,SE,2022-12-11 22:35:43,63.8284,20.2597,24.73,93,100,8.05
407,Constitucion,CL,2022-12-11 22:30:56,-35.3333,-72.4167,63.81,65,0,21.0
408,Omsukchan,RU,2022-12-11 22:35:44,62.5333,155.8,-34.02,98,100,2.82
409,Port Blair,IN,2022-12-11 22:35:44,11.6667,92.75,77.04,94,40,2.3
410,Berlevag,NO,2022-12-11 22:35:45,70.8578,29.0864,19.2,67,0,10.36
411,Millinocket,US,2022-12-11 22:36:45,45.6573,-68.7098,19.51,63,0,0.0
412,Carroll,US,2022-12-11 22:36:45,39.5501,-77.0164,42.12,89,98,4.0
413,Mineros,BO,2022-12-11 22:36:46,-17.1167,-63.2333,73.33,97,100,4.12
414,Abu Samrah,SY,2022-12-11 22:36:46,35.3029,37.1841,53.64,71,100,7.7
415,Popondetta,PG,2022-12-11 22:36:46,-8.7537,148.2534,87.26,58,100,2.93
416,Margate,GB,2022-12-11 22:36:35,51.3813,1.3862,37.9,92,100,5.01
417,Jumla,NP,2022-12-11 22:36:47,29.2747,82.1838,39.43,18,2,5.53
418,Iqaluit,CA,2022-12-11 22:36:47,63.7506,-68.5145,-0.67,85,75,2.3
419,Lusambo,CD,2022-12-11 22:36:48,-4.9667,23.45,69.22,99,96,2.01
420,Faya,SA,2022-12-11 22:36:48,18.3851,42.4509,51.91,68,0,2.8
421,Ornes,NO,2022-12-11 22:36:49,66.8689,13.7078,20.73,61,39,8.25
422,Tiznit,MA,2022-12-11 22:36:49,29.5833,-9.5,63.03,70,0,1.39
423,Marsabit,KE,2022-12-11 22:36:49,2.3284,37.9899,67.32,69,9,10.56
424,Dawlatabad,AF,2022-12-11 22:36:50,36.4141,64.9053,36.09,61,98,3.04
425,Sarany,RU,2022-12-11 22:36:50,58.5,58.8833,19.36,94,100,11.07
426,Fairbanks,US,2022-12-11 22:35:01,64.8378,-147.7164,10.92,83,75,0.0
427,Hope,US,2022-12-11 22:36:51,33.6671,-93.5916,55.45,91,100,5.06
428,Urucara,BR,2022-12-11 22:36:51,-2.5364,-57.76,84.13,52,99,2.95
429,Korhogo,CI,2022-12-11 22:36:52,9.45,-5.6333,73.51,19,25,4.09
430,Ouadda,CF,2022-12-11 22:36:52,8.0777,22.4007,67.42,21,0,5.59
431,Padang,ID,2022-12-11 22:36:52,-0.9492,100.3543,75.25,88,100,2.89
432,Shaki,AZ,2022-12-11 22:36:53,41.0833,47.1667,36.52,69,4,2.98
433,Lonavale,IN,2022-12-11 22:36:53,18.75,73.4167,69.76,67,75,4.36
434,Labrea,BR,2022-12-11 22:36:54,-7.2586,-64.7981,75.85,91,83,2.48
435,Oyem,GA,2022-12-11 22:36:54,1.5995,11.5793,67.93,98,52,2.55
436,Arys,KZ,2022-12-11 22:36:54,42.4252,68.795,22.17,59,88,5.12
437,Moindou,NC,2022-12-11 22:36:55,-21.6924,165.677,81.23,71,19,12.37
438,Vetlanda,SE,2022-12-11 22:36:55,57.4289,15.0776,17.76,95,77,6.44
439,Ust-Ordynskiy,RU,2022-12-11 22:33:19,52.805,104.7508,-4.9,86,100,16.15
440,Asmar,AF,2022-12-11 22:36:55,35.0333,71.3581,48.22,35,69,11.72
441,Nizwa,OM,2022-12-11 22:36:56,22.9333,57.5333,61.99,68,0,4.94
442,El Tigre,VE,2022-12-11 22:36:56,8.8875,-64.2454,78.6,62,78,5.5
443,Tabuk,PH,2022-12-11 22:36:56,17.4189,121.4443,70.23,87,99,1.95
444,Hazleton,US,2022-12-11 22:36:57,40.9584,-75.9746,32.25,91,100,0.0
445,Madison Heights,US,2022-12-11 22:36:57,42.4859,-83.1052,39.22,79,75,5.75
446,Alyangula,AU,2022-12-11 22:36:57,-13.8483,136.4192,84.65,69,97,10.13
447,Edmundston,CA,2022-12-11 22:33:57,47.3737,-68.3251,16.93,74,0,5.75
448,Kutum,SD,2022-12-11 22:36:58,14.2,24.6667,58.21,22,4,6.82
449,Thanyaburi,TH,2022-12-11 22:36:58,14.0211,100.7343,80.98,86,20,3.44
450,Mitu,CO,2022-12-11 22:36:59,1.1983,-70.1733,73.26,92,93,1.72
451,Lhokseumawe,ID,2022-12-11 22:36:59,5.1801,97.1507,73.0,96,100,2.64
452,Calama,CL,2022-12-11 22:36:59,-22.4667,-68.9333,70.29,32,75,20.71
453,Tura,IN,2022-12-11 22:37:00,25.5198,90.2201,57.04,79,26,2.82
454,Snihurivka,UA,2022-12-11 22:37:00,47.0758,32.8052,56.82,81,100,20.69
455,Kichera,RU,2022-12-11 22:35:15,55.9375,110.0997,-13.63,82,100,7.05
456,Todos Santos,MX,2022-12-11 22:37:01,23.45,-110.2167,78.44,60,1,7.76
457,Kungurtug,RU,2022-12-11 22:38:01,50.5994,97.5228,-7.4,97,100,4.85
458,Kologriv,RU,2022-12-11 22:38:01,58.8275,44.3178,17.11,92,100,6.8
459,Mercedes,AR,2022-12-11 22:38:02,-34.6515,-59.4307,72.99,82,47,4.9
460,Acapulco,MX,2022-12-11 22:38:02,16.8634,-99.8901,85.82,58,0,11.5
461,Mayumba,GA,2022-12-11 22:38:03,-3.432,10.6554,76.46,87,100,5.75
462,Pokhara,NP,2022-12-11 22:38:03,28.2333,83.9833,57.65,23,59,5.23
463,Peruibe,BR,2022-12-11 22:38:04,-24.32,-46.9983,74.26,96,81,4.47
464,Svetlogorsk,BY,2022-12-11 22:38:04,52.6333,29.7333,34.38,99,100,11.74
465,Aquiraz,BR,2022-12-11 22:38:04,-3.9014,-38.3911,81.18,78,15,12.01
466,Tahoua,NE,2022-12-11 22:38:05,14.8888,5.2692,68.95,15,54,11.59
467,Xinyu,CN,2022-12-11 22:38:05,27.8043,114.9334,45.14,67,96,3.78
468,Marawi,PH,2022-12-11 22:38:06,7.9986,124.2928,71.2,90,71,1.72
469,Nalut,LY,2022-12-11 22:38:06,30.3333,10.85,58.64,45,33,8.12
470,Saint George,US,2022-12-11 22:38:07,37.1041,-113.5841,52.39,54,75,25.32
471,Amga,RU,2022-12-11 22:38:07,60.8953,131.9608,-50.96,100,94,1.32
472,Ardakan,IR,2022-12-11 22:38:08,32.31,54.0175,41.14,46,0,2.62
473,Beringovskiy,RU,2022-12-11 22:38:08,63.05,179.3167,0.46,73,13,11.03
474,Korla,CN,2022-12-11 22:38:09,41.7597,86.1469,15.62,60,6,3.4
475,Xicotencatl,MX,2022-12-11 22:38:09,23.0167,-98.8833,84.52,44,0,5.5
476,Durango,MX,2022-12-11 22:38:10,24.8333,-104.8333,70.25,20,0,8.46
477,Jinchang,CN,2022-12-11 22:38:10,38.4953,102.1739,17.11,39,0,4.92
478,Youkounkoun,GN,2022-12-11 22:38:10,12.5333,-13.1333,77.0,17,0,5.21
479,Lagunas,PE,2022-12-11 22:38:11,-5.2269,-75.6753,78.67,78,99,3.6
480,Moron,AR,2022-12-11 22:38:11,-34.6534,-58.6198,85.75,50,54,6.42
481,Kutahya,TR,2022-12-11 22:38:12,39.4242,29.9833,50.67,78,99,10.92
482,Platanos,GR,2022-12-11 22:38:12,37.6667,21.6167,59.65,84,23,6.8
483,Envigado,CO,2022-12-11 22:38:12,6.1706,-75.5853,72.5,68,40,9.22
484,Batagay,RU,2022-12-11 22:38:13,67.6333,134.6333,-30.48,97,100,3.6
485,Mayor Pablo Lagerenza,PY,2022-12-11 22:38:13,-19.9309,-60.7718,80.8,74,100,5.84
486,Praya,CV,2022-12-11 22:38:13,14.9215,-23.5087,75.74,78,0,17.27
487,Komsomolskiy,UZ,2022-12-11 22:38:14,40.4272,71.7189,27.32,93,75,2.3
488,Vrangel,RU,2022-12-11 22:38:14,42.7297,133.0839,23.83,45,65,5.91
489,Port Hedland,AU,2022-12-11 22:38:14,-20.3167,118.5667,86.05,28,76,10.36
490,Aykhal,RU,2022-12-11 22:38:15,66.0,111.5,-11.36,98,100,6.15
491,Baykit,RU,2022-12-11 22:38:15,61.67,96.37,-13.38,94,100,3.76
492,Tari,NG,2022-12-11 22:38:15,12.4086,4.4914,72.05,18,64,9.57
493,Maniitsoq,GL,2022-12-11 22:38:16,65.4167,-52.9,19.47,56,1,6.13
494,Mandera,KE,2022-12-11 22:38:16,3.9366,41.867,84.02,32,58,7.99
495,Grand Gaube,MU,2022-12-11 22:38:17,-20.0064,57.6608,76.37,70,8,3.0
496,Mujiayingzi,CN,2022-12-11 22:38:17,42.1167,118.7833,16.97,40,0,21.12
497,Tatawin,TN,2022-12-11 22:38:17,32.9297,10.4518,65.75,42,97,28.79
498,Kahului,US,2022-12-11 22:38:18,20.8947,-156.47,82.42,62,20,20.71
499,Jizan,SA,2022-12-11 22:38:18,17.3333,42.6667,79.74,76,0,4.36
500,Aligudarz,IR,2022-12-11 22:38:18,33.4006,49.6949,30.94,63,1,2.04
501,San Andres,CO,2022-12-11 22:38:19,12.5847,-81.7006,84.22,61,20,11.5
502,Melton,AU,2022-12-11 22:38:19,-37.6833,144.5833,56.75,78,97,15.28
503,Puerto Gaitan,CO,2022-12-11 22:38:19,4.3133,-72.0816,80.94,65,89,6.08
504,Rairangpur,IN,2022-12-11 22:38:20,22.2676,86.1751,60.4,45,11,1.01
505,Rodrigues Alves,BR,2022-12-11 22:39:20,-7.738,-72.6509,73.6,88,99,4.07
506,Gordeyevka,RU,2022-12-11 22:39:21,52.9569,31.9703,46.26,97,100,18.23
507,Tecoanapa,MX,2022-12-11 22:39:21,16.5167,-98.75,81.95,66,0,8.97
508,New Waterford,US,2022-12-11 22:39:21,40.8451,-80.6145,41.25,78,80,8.01
509,Caravelas,BR,2022-12-11 22:39:22,-17.7125,-39.2481,75.2,92,30,10.6
510,Comodoro Rivadavia,AR,2022-12-11 22:37:31,-45.8667,-67.5,64.26,39,40,14.97
511,Ewa Beach,US,2022-12-11 22:39:22,21.3156,-158.0072,82.35,55,0,23.02
512,Buncrana,IE,2022-12-11 22:39:27,55.1333,-7.45,33.57,91,52,5.7
513,Torrington,US,2022-12-11 22:39:28,41.8007,-73.1212,30.11,92,100,4.0
514,Naryan-Mar,RU,2022-12-11 22:39:28,67.6713,53.087,-17.34,99,100,2.8
515,Polonnaruwa,LK,2022-12-11 22:39:29,7.9333,81.0,72.39,90,94,1.74
516,Mozhga,RU,2022-12-11 22:39:29,56.4447,52.2276,25.99,95,100,12.82
517,Plettenberg Bay,ZA,2022-12-11 22:39:30,-34.0527,23.3716,68.27,98,88,8.99
518,Aripuana,BR,2022-12-11 22:39:33,-9.1667,-60.6333,76.73,82,99,3.02
519,Meiganga,CM,2022-12-11 22:39:33,6.5167,14.3,68.5,32,1,5.06
520,Bryan,US,2022-12-11 22:39:37,30.6744,-96.37,64.76,80,100,6.91
521,Arlit,NE,2022-12-11 22:39:38,18.7369,7.3853,70.79,13,87,3.71
522,Poli,TZ,2022-12-11 22:39:38,-3.3333,36.8,59.09,87,24,2.59
523,Tel Aviv-Yafo,IL,2022-12-11 22:39:39,32.0805,34.7805,61.21,67,0,1.14
524,Jiazi,CN,2022-12-11 22:39:39,22.8779,116.067,56.32,72,87,8.88
525,Kishapu,TZ,2022-12-11 22:39:39,-3.6167,33.8667,67.91,72,95,4.65
526,Zastron,ZA,2022-12-11 22:39:39,-30.3023,27.084,60.64,78,100,4.5
527,Brzeziny,PL,2022-12-11 22:39:40,51.8002,19.7514,25.57,97,100,10.09
528,Churapcha,RU,2022-12-11 22:39:40,62.0025,132.4325,-46.14,99,100,5.53
529,Saint-Augustin,CA,2022-12-11 22:39:41,51.226,-58.6502,7.12,78,12,9.01
530,Eskisehir,TR,2022-12-11 22:39:41,39.7767,30.5206,49.91,81,75,8.05
531,Podosinovets,RU,2022-12-11 22:39:41,60.2776,47.0659,9.34,93,100,3.51
532,Valparaiso,CL,2022-12-11 22:35:49,-33.0393,-71.6273,85.64,35,0,20.71
533,Olinda,BR,2022-12-11 22:39:42,-8.0089,-34.8553,82.13,69,40,5.75
534,Marabba,SD,2022-12-11 22:39:42,12.35,32.1833,75.54,29,1,9.01
535,Oranjemund,NA,2022-12-11 22:39:42,-28.55,16.4333,65.93,87,43,5.48
536,Erzin,TR,2022-12-11 22:39:43,36.9559,36.2,56.86,60,100,6.67
537,Marsa Matruh,EG,2022-12-11 22:39:43,31.3525,27.2453,62.8,63,40,11.5
538,Petropavlovsk-Kamchatskiy,RU,2022-12-11 22:39:43,53.0452,158.6483,7.39,92,40,2.24
539,Kathmandu,NP,2022-12-11 22:39:02,27.7167,85.3167,48.0,65,1,0.94
540,Egvekinot,RU,2022-12-11 22:39:44,66.3167,-179.1667,-6.74,99,100,9.4
541,Camacha,PT,2022-12-11 22:39:44,33.0833,-16.3333,65.62,88,0,2.3
542,Vilshofen,DE,2022-12-11 22:39:45,48.6333,13.1833,29.25,96,97,6.22
543,Namatanai,PG,2022-12-11 22:39:45,-3.6667,152.4333,82.27,73,61,5.64
544,Bilibino,RU,2022-12-11 22:39:45,68.0546,166.4372,-22.22,99,100,4.65
545,Mayo,US,2022-12-11 22:39:49,38.8876,-76.5119,46.13,90,100,3.44
546,Carai,BR,2022-12-11 22:39:49,-17.1889,-41.6947,68.09,92,69,0.69
547,Ilheus,BR,2022-12-11 22:39:49,-14.7889,-39.0494,80.42,89,0,3.44
548,Sorong,ID,2022-12-11 22:40:49,-0.8833,131.25,80.31,79,88,5.3
549,Yablonovo,RU,2022-12-11 22:40:50,50.8523,37.3574,38.86,86,100,21.5
550,Babol,IR,2022-12-11 22:40:50,36.5513,52.679,46.74,75,0,2.62
551,Cockburn Town,TC,2022-12-11 22:40:51,21.4612,-71.1419,77.36,62,42,12.12
552,Carbondale,US,2022-12-11 22:40:51,37.7273,-89.2168,43.09,82,100,6.91
553,Phangnga,TH,2022-12-11 22:40:51,8.4509,98.5298,75.24,96,100,4.34
